   TIME        H           H-          H+          H2+         H3+         He+         He          HeH+        C+          C         
     1.585E-005  1.445E-037  3.434E-026  4.385E-020  4.112E-041  1.500E-004  3.921E-025  4.235E-039  4.485E-024  6.272E-036  2.100E-017
     1.995E-005  9.471E-037  6.839E-026  7.360E-020  1.659E-040  1.500E-004  9.301E-025  3.253E-038  7.244E-024  1.940E-035  3.120E-017
     2.512E-005  6.230E-036  1.361E-025  1.242E-019  6.873E-040  1.500E-004  2.182E-024  2.479E-037  1.174E-023  5.972E-035  4.581E-017
     3.162E-005  4.109E-035  2.709E-025  2.105E-019  2.946E-039  1.500E-004  5.052E-024  1.870E-036  1.910E-023  1.827E-034  6.635E-017
     3.981E-005  2.714E-034  5.386E-025  3.579E-019  1.312E-038  1.500E-004  1.154E-023  1.394E-035  3.118E-023  5.545E-034  9.474E-017
     5.012E-005  1.790E-033  1.070E-024  6.099E-019  6.076E-038  1.500E-004  2.594E-023  1.024E-034  5.107E-023  1.669E-033  1.334E-016
     6.310E-005  1.176E-032  2.123E-024  1.040E-018  2.911E-037  1.500E-004  5.741E-023  7.387E-034  8.391E-023  4.969E-033  1.852E-016
     7.943E-005  7.668E-032  4.208E-024  1.772E-018  1.434E-036  1.500E-004  1.250E-022  5.220E-033  1.382E-022  1.462E-032  2.541E-016
     1.000E-004  4.940E-031  8.325E-024  3.012E-018  7.208E-036  1.500E-004  2.682E-022  3.601E-032  2.282E-022  4.248E-032  3.454E-016
     1.259E-004  3.131E-030  1.644E-023  5.104E-018  3.681E-035  1.500E-004  5.674E-022  2.416E-031  3.772E-022  1.216E-031  4.668E-016
     1.585E-004  1.944E-029  3.239E-023  8.610E-018  1.898E-034  1.500E-004  1.186E-021  1.572E-030  6.242E-022  3.433E-031  6.293E-016
     1.995E-004  1.178E-028  6.360E-023  1.445E-017  9.842E-034  1.500E-004  2.456E-021  9.889E-030  1.034E-021  9.548E-031  8.489E-016
     2.512E-004  6.934E-028  1.244E-022  2.409E-017  5.101E-033  1.500E-004  5.045E-021  6.000E-029  1.719E-021  2.619E-030  1.149E-015
     3.162E-004  3.957E-027  2.423E-022  3.990E-017  2.629E-032  1.500E-004  1.030E-020  3.506E-028  2.868E-021  7.091E-030  1.565E-015
     3.981E-004  2.185E-026  4.691E-022  6.567E-017  1.340E-031  1.500E-004  2.091E-020  1.972E-027  4.818E-021  1.899E-029  2.147E-015
     5.012E-004  1.165E-025  9.018E-022  1.074E-016  6.728E-031  1.500E-004  4.230E-020  1.067E-026  8.164E-021  5.036E-029  2.973E-015
     6.310E-004  5.999E-025  1.719E-021  1.747E-016  3.313E-030  1.500E-004  8.532E-020  5.555E-026  1.397E-020  1.326E-028  4.159E-015
     7.943E-004  2.976E-024  3.243E-021  2.828E-016  1.595E-029  1.500E-004  1.716E-019  2.779E-025  2.411E-020  3.469E-028  5.879E-015
     1.000E-003  1.419E-023  6.047E-021  4.559E-016  7.478E-029  1.500E-004  3.447E-019  1.334E-024  4.188E-020  9.036E-028  8.399E-015
     1.259E-003  6.486E-023  1.112E-020  7.324E-016  3.406E-028  1.500E-004  6.909E-019  6.130E-024  7.282E-020  2.347E-027  1.212E-014
     1.585E-003  2.827E-022  2.011E-020  1.173E-015  1.501E-027  1.500E-004  1.383E-018  2.683E-023  1.261E-019  6.090E-027  1.765E-014
     1.995E-003  1.168E-021  3.575E-020  1.876E-015  6.374E-027  1.500E-004  2.766E-018  1.112E-022  2.163E-019  1.581E-026  2.589E-014
     2.512E-003  4.539E-021  6.236E-020  2.993E-015  2.598E-026  1.500E-004  5.526E-018  4.331E-022  3.657E-019  4.113E-026  3.819E-014
     3.162E-003  1.642E-020  1.066E-019  4.768E-015  1.010E-025  1.500E-004  1.103E-017  1.569E-021  6.072E-019  1.074E-025  5.656E-014
     3.981E-003  5.469E-020  1.788E-019  7.587E-015  3.729E-025  1.500E-004  2.199E-017  5.234E-021  9.866E-019  2.823E-025  8.389E-014
     5.012E-003  1.657E-019  2.942E-019  1.206E-014  1.296E-024  1.500E-004  4.381E-017  1.587E-020  1.564E-018  7.472E-025  1.243E-013
     6.310E-003  4.516E-019  4.754E-019  1.915E-014  4.214E-024  1.500E-004  8.719E-017  4.326E-020  2.414E-018  1.996E-024  1.835E-013
     7.943E-003  1.097E-018  7.557E-019  3.039E-014  1.272E-023  1.500E-004  1.733E-016  1.051E-019  3.623E-018  5.386E-024  2.692E-013
     1.000E-002  2.364E-018  1.183E-018  4.819E-014  3.543E-023  1.500E-004  3.442E-016  2.263E-019  5.295E-018  1.471E-023  3.913E-013
     1.259E-002  4.537E-018  1.825E-018  7.636E-014  9.096E-023  1.500E-004  6.823E-016  4.334E-019  7.559E-018  4.064E-023  5.614E-013
     1.585E-002  7.840E-018  2.774E-018  1.209E-013  2.156E-022  1.500E-004  1.350E-015  7.470E-019  1.059E-017  1.138E-022  7.927E-013
     1.995E-002  1.244E-017  4.153E-018  1.914E-013  4.750E-022  1.500E-004  2.666E-015  1.180E-018  1.464E-017  3.227E-022  1.098E-012
     2.512E-002  1.852E-017  6.120E-018  3.026E-013  9.823E-022  1.500E-004  5.250E-015  1.745E-018  2.005E-017  9.269E-022  1.487E-012
     3.162E-002  2.642E-017  8.868E-018  4.782E-013  1.927E-021  1.500E-004  1.031E-014  2.465E-018  2.730E-017  2.695E-021  1.962E-012
     3.981E-002  3.678E-017  1.263E-017  7.548E-013  3.626E-021  1.500E-004  2.014E-014  3.372E-018  3.705E-017  7.921E-021  2.519E-012
     5.012E-002  5.074E-017  1.768E-017  1.190E-012  6.605E-021  1.500E-004  3.917E-014  4.514E-018  5.021E-017  2.352E-020  3.139E-012
     6.310E-002  7.055E-017  2.434E-017  1.873E-012  1.178E-020  1.500E-004  7.568E-014  5.953E-018  6.803E-017  7.041E-020  3.793E-012
     7.943E-002  1.011E-016  3.303E-017  2.944E-012  2.083E-020  1.500E-004  1.450E-013  7.765E-018  9.220E-017  2.123E-019  4.440E-012
     1.000E-001  1.532E-016  4.427E-017  4.614E-012  3.720E-020  1.500E-004  2.747E-013  1.005E-017  1.250E-016  6.432E-019  5.032E-012
     1.259E-001  2.520E-016  5.881E-017  7.207E-012  6.870E-020  1.500E-004  5.135E-013  1.292E-017  1.694E-016  1.955E-018  5.527E-012
     1.585E-001  4.548E-016  7.767E-017  1.121E-011  1.346E-019  1.500E-004  9.430E-013  1.654E-017  2.296E-016  5.946E-018  5.894E-012
     1.995E-001  8.903E-016  1.023E-016  1.732E-011  2.845E-019  1.500E-004  1.693E-012  2.111E-017  3.118E-016  1.805E-017  6.126E-012
     2.512E-001  1.837E-015  1.345E-016  2.656E-011  6.487E-019  1.500E-004  2.952E-012  2.687E-017  4.254E-016  5.445E-017  6.245E-012
     3.162E-001  3.873E-015  1.770E-016  4.026E-011  1.559E-018  1.499E-004  4.959E-012  3.415E-017  5.858E-016  1.625E-016  6.284E-012
     3.981E-001  8.129E-015  2.329E-016  6.010E-011  3.826E-018  1.499E-004  7.950E-012  4.337E-017  8.182E-016  4.768E-016  6.282E-012
     5.012E-001  1.665E-014  3.057E-016  8.793E-011  9.272E-018  1.499E-004  1.203E-011  5.507E-017  1.165E-015  1.363E-015  6.262E-012
     6.310E-001  3.279E-014  3.980E-016  1.253E-010  2.157E-017  1.499E-004  1.703E-011  6.999E-017  1.693E-015  3.758E-015  6.236E-012
     7.943E-001  6.138E-014  5.094E-016  1.725E-010  4.707E-017  1.499E-004  2.240E-011  8.917E-017  2.517E-015  9.880E-015  6.211E-012
     1.000E+000  1.085E-013  6.335E-016  2.283E-010  9.464E-017  1.498E-004  2.755E-011  1.141E-016  3.823E-015  2.452E-014  6.190E-012
     1.259E+000  1.809E-013  7.572E-016  2.883E-010  1.739E-016  1.498E-004  3.229E-011  1.470E-016  5.927E-015  5.706E-014  6.176E-012
     1.585E+000  2.878E-013  8.646E-016  3.463E-010  2.940E-016  1.497E-004  3.701E-011  1.917E-016  9.344E-015  1.245E-013  6.172E-012
     1.995E+000  4.435E-013  9.442E-016  3.945E-010  4.659E-016  1.497E-004  4.216E-011  2.547E-016  1.484E-014  2.557E-013  6.178E-012
     2.512E+000  6.728E-013  9.945E-016  4.259E-010  7.092E-016  1.496E-004  4.780E-011  3.483E-016  2.331E-014  4.983E-013  6.195E-012
     3.162E+000  1.015E-012  1.023E-015  4.364E-010  1.053E-015  1.495E-004  5.359E-011  4.979E-016  3.537E-014  9.275E-013  6.221E-012
     3.981E+000  1.527E-012  1.043E-015  4.266E-010  1.533E-015  1.494E-004  5.914E-011  7.583E-016  5.006E-014  1.659E-012  6.257E-012
     5.012E+000  2.290E-012  1.064E-015  4.013E-010  2.184E-015  1.492E-004  6.408E-011  1.259E-015  6.332E-014  2.863E-012  6.305E-012
     6.310E+000  3.415E-012  1.090E-015  3.674E-010  3.043E-015  1.490E-004  6.806E-011  2.320E-015  6.865E-014  4.787E-012  6.366E-012
     7.943E+000  5.052E-012  1.122E-015  3.304E-010  4.144E-015  1.487E-004  7.082E-011  4.783E-015  6.335E-014  7.777E-012  6.443E-012
     1.000E+001  7.399E-012  1.159E-015  2.936E-010  5.528E-015  1.484E-004  7.222E-011  1.094E-014  5.408E-014  1.230E-011  6.540E-012
   TIME        C2H4        H2NC+       HCNH+       C2H4+       CO          SiH+        C2H5        HCO         SiH         HCO+      



   TIME        HOC+        C2H5+       N2H+        CH2NH       H2CO+       SiH2        CH3CH3      NO          SiH2+       CH4N+     
     1.259E-017  8.932E-044  9.741E-143  9.771E-045  7.263E-060  1.288E-065  3.934E-136  3.730E-162  3.025E-045  4.403E-063  3.011E-080
     1.585E-017  5.584E-043  1.312E-139  6.109E-044  2.347E-058  4.162E-064  1.698E-130  1.610E-157  1.891E-044  1.422E-061  6.201E-078
     1.995E-017  1.355E-042  3.747E-139  1.482E-043  6.511E-058  1.155E-063  4.855E-130  4.603E-157  4.587E-044  3.947E-061  1.765E-077
     2.512E-017  2.553E-042  7.563E-139  2.793E-043  1.300E-057  2.305E-063  9.801E-130  9.292E-157  8.645E-044  7.878E-061  3.556E-077
     3.162E-017  4.372E-042  1.355E-138  4.783E-043  2.313E-057  4.101E-063  1.757E-129  1.666E-156  1.481E-043  1.402E-060  6.367E-077
     3.981E-017  7.155E-042  2.298E-138  7.828E-043  3.900E-057  6.916E-063  2.978E-129  2.824E-156  2.423E-043  2.364E-060  1.079E-076
     5.012E-017  1.187E-041  4.347E-138  1.298E-042  7.598E-057  1.347E-062  1.473E-125  9.806E-154  4.019E-043  4.606E-060  2.411E-076
     6.310E-017  1.953E-041  8.049E-138  2.137E-042  1.442E-056  2.558E-062  5.020E-125  3.334E-153  6.615E-043  8.743E-060  5.039E-076
     7.943E-017  3.210E-041  2.599E-137  3.512E-042  3.046E-056  5.403E-062  2.412E-123  1.162E-152  1.087E-042  1.847E-059  1.465E-075
     1.000E-016  5.263E-041  7.266E-137  5.758E-042  6.362E-056  1.128E-061  9.660E-123  3.150E-152  1.782E-042  3.857E-059  3.803E-075
     1.259E-016  8.559E-041  1.564E-136  9.364E-042  1.209E-055  2.145E-061  2.295E-122  6.715E-152  2.898E-042  7.331E-059  7.972E-075
     1.585E-016  1.389E-040  7.576E-136  1.520E-041  2.639E-055  4.681E-061  4.878E-121  6.248E-151  4.704E-042  1.600E-058  2.530E-074
     1.995E-016  2.245E-040  2.050E-135  2.456E-041  5.309E-055  9.416E-061  1.541E-120  1.867E-150  7.602E-042  3.218E-058  6.070E-074
     2.512E-016  3.613E-040  5.654E-135  3.953E-041  1.013E-054  1.797E-060  6.743E-120  5.815E-150  1.224E-041  6.144E-058  1.334E-073
     3.162E-016  5.805E-040  3.071E-134  6.351E-041  2.190E-054  3.884E-060  6.380E-119  3.751E-149  1.966E-041  1.328E-057  4.071E-073
     3.981E-016  9.299E-040  7.801E-134  1.017E-040  4.248E-054  7.534E-060  1.729E-118  9.764E-149  3.149E-041  2.575E-057  9.079E-073
     5.012E-016  1.487E-039  6.694E-133  1.627E-040  8.624E-054  1.529E-059  1.705E-117  5.446E-148  5.035E-041  5.228E-057  2.432E-072
     6.310E-016  2.374E-039  2.597E-132  2.597E-040  1.754E-053  3.112E-059  6.741E-117  1.923E-147  8.037E-041  1.064E-056  6.200E-072
     7.943E-016  3.783E-039  6.202E-132  4.139E-040  3.299E-053  5.850E-059  1.617E-116  4.486E-147  1.281E-040  2.000E-056  1.299E-071
     1.000E-015  6.025E-039  1.211E-130  6.591E-040  7.045E-053  1.250E-058  2.160E-115  3.304E-146  2.040E-040  4.271E-056  3.984E-071
     1.259E-015  9.585E-039  3.518E-130  1.049E-039  1.369E-052  2.428E-058  6.157E-115  8.949E-146  3.246E-040  8.299E-056  9.032E-071
     1.585E-015  1.524E-038  4.977E-129  1.667E-039  2.765E-052  4.904E-058  5.463E-114  4.827E-145  5.160E-040  1.676E-055  2.404E-070
     1.995E-015  2.421E-038  2.042E-128  2.648E-039  5.579E-052  9.895E-058  2.114E-113  1.678E-144  8.198E-040  3.382E-055  6.060E-070
     2.512E-015  3.844E-038  9.021E-128  4.206E-039  1.061E-051  1.882E-057  7.350E-113  4.806E-144  1.302E-039  6.432E-055  1.329E-069
     3.162E-015  6.102E-038  1.087E-126  6.676E-039  2.238E-051  3.970E-057  6.572E-112  2.951E-143  2.066E-039  1.357E-054  3.924E-069
     3.981E-015  9.684E-038  3.048E-126  1.059E-038  4.310E-051  7.644E-057  1.799E-111  7.737E-143  3.279E-039  2.613E-054  8.737E-069
     5.012E-015  1.536E-037  4.974E-125  1.681E-038  8.841E-051  1.568E-056  1.779E-110  4.696E-142  5.202E-039  5.360E-054  2.435E-068
     6.310E-015  2.437E-037  1.772E-124  2.666E-038  1.756E-050  3.115E-056  6.053E-110  1.480E-141  8.252E-039  1.065E-053  5.891E-068
     7.943E-015  3.865E-037  1.575E-123  4.228E-038  3.430E-050  6.084E-056  3.553E-109  6.044E-141  1.309E-038  2.080E-053  1.419E-067
     1.000E-014  6.128E-037  9.653E-123  6.704E-038  7.078E-050  1.255E-055  1.916E-108  2.711E-140  2.075E-038  4.291E-053  3.873E-067
     1.259E-014  9.716E-037  2.530E-122  1.063E-037  1.346E-049  2.387E-055  4.927E-108  6.742E-140  3.290E-038  8.159E-053  8.380E-067
     1.585E-014  1.540E-036  4.775E-121  1.685E-037  2.817E-049  4.997E-055  5.557E-107  4.657E-139  5.216E-038  1.708E-052  2.465E-066
     1.995E-014  2.442E-036  1.488E-120  2.672E-037  5.507E-049  9.767E-055  1.675E-106  1.330E-138  8.269E-038  3.338E-052  5.712E-066
     2.512E-014  3.871E-036  1.944E-119  4.235E-037  1.105E-048  1.959E-054  1.357E-105  7.129E-138  1.311E-037  6.697E-052  1.497E-065
     3.162E-014  6.136E-036  8.460E-119  6.713E-037  2.235E-048  3.964E-054  5.503E-105  2.613E-137  2.078E-037  1.355E-051  3.830E-065
     3.981E-014  9.727E-036  3.092E-118  1.064E-036  4.235E-048  7.511E-054  1.685E-104  7.200E-137  3.294E-037  2.567E-051  8.303E-065
     5.012E-014  1.542E-035  4.639E-117  1.687E-036  8.999E-048  1.596E-053  1.733E-103  5.485E-136  5.221E-037  5.456E-051  2.525E-064
     6.310E-014  2.444E-035  1.313E-116  2.673E-036  1.738E-047  3.082E-053  4.786E-103  1.473E-135  8.275E-037  1.054E-050  5.666E-064
     7.943E-014  3.873E-035  2.344E-115  4.237E-036  3.578E-047  6.346E-053  4.967E-102  1.477E-134  1.312E-036  2.169E-050  1.613E-063
     1.000E-013  6.139E-035  8.847E-115  6.716E-036  7.215E-047  1.280E-052  1.785E-101  5.289E-134  2.079E-036  4.374E-050  4.052E-063
     1.259E-013  9.730E-035  2.092E-114  1.064E-035  1.349E-046  2.392E-052  4.169E-101  1.234E-133  3.295E-036  8.176E-050  8.423E-063
     1.585E-013  1.542E-034  6.839E-113  1.687E-035  3.004E-046  5.327E-052  7.189E-100  3.823E-132  5.222E-036  1.821E-049  2.980E-062
     1.995E-013  2.444E-034  1.927E-112  2.674E-035  5.884E-046  1.044E-051  1.986E-099  1.076E-131  8.277E-036  3.567E-049  6.857E-062
     2.512E-013  3.874E-034  2.592E-111  4.238E-035  1.141E-045  2.024E-051  1.425E-098  1.827E-130  1.312E-035  6.919E-049  1.680E-061
     3.162E-013  6.140E-034  2.526E-110  6.717E-035  2.613E-045  4.634E-051  1.206E-097  1.838E-129  2.079E-035  1.584E-048  6.091E-061
     3.981E-013  9.731E-034  6.525E-110  1.065E-034  5.115E-045  9.072E-051  3.081E-097  4.757E-129  3.295E-035  3.101E-048  1.377E-060
     5.012E-013  1.542E-033  1.337E-109  1.687E-034  9.294E-045  1.648E-050  6.290E-097  9.757E-129  5.223E-035  5.634E-048  2.679E-060
     6.310E-013  2.444E-033  1.687E-107  2.674E-034  2.385E-044  4.230E-050  3.077E-095  1.661E-126  8.277E-035  1.446E-047  1.478E-059
     7.943E-013  3.874E-033  5.062E-107  4.238E-034  5.058E-044  8.970E-050  9.141E-095  4.992E-126  1.312E-034  3.066E-047  3.840E-059
     1.000E-012  6.140E-033  1.058E-106  6.717E-034  9.414E-044  1.670E-049  1.906E-094  1.044E-125  2.079E-034  5.707E-047  7.702E-059
     1.259E-012  9.731E-033  1.954E-106  1.065E-033  1.647E-043  2.921E-049  3.515E-094  1.928E-125  3.295E-034  9.984E-047  1.397E-058
     1.585E-012  1.542E-032  4.189E-105  1.687E-033  3.041E-043  5.393E-049  5.296E-093  1.168E-123  5.223E-034  1.843E-046  2.914E-058
     1.995E-012  2.444E-032  1.739E-104  2.674E-033  5.732E-043  1.017E-048  2.150E-092  5.014E-123  8.278E-034  3.475E-046  6.243E-058
     2.512E-012  3.874E-032  2.489E-103  4.238E-033  1.084E-042  1.923E-048  1.974E-091  7.594E-121  1.312E-033  6.573E-046  1.386E-057
     3.162E-012  6.140E-032  1.351E-102  6.717E-033  2.112E-042  3.746E-048  9.948E-091  4.602E-120  2.079E-033  1.280E-045  3.269E-057
     3.981E-012  9.731E-032  4.321E-102  1.065E-032  4.026E-042  7.141E-048  3.010E-090  1.527E-119  3.295E-033  2.441E-045  7.167E-057
     5.012E-012  1.542E-031  1.983E-101  1.687E-032  7.817E-042  1.386E-047  1.033E-089  7.649E-119  5.223E-033  4.739E-045  1.668E-056
     6.310E-012  2.444E-031  9.781E-101  2.674E-032  1.521E-041  2.698E-047  3.949E-089  4.597E-118  8.278E-033  9.223E-045  3.876E-056
     7.943E-012  3.874E-031  5.348E-100  4.238E-032  2.989E-041  5.301E-047  1.745E-088  3.374E-117  1.312E-032  1.812E-044  9.218E-056
     1.000E-011  6.140E-031  3.842E-099  6.717E-032  5.911E-041  1.048E-046  9.095E-088  3.349E-116  2.079E-032  3.583E-044  2.257E-055
     1.259E-011  9.731E-031  2.877E-098  1.065E-031  1.174E-040  2.082E-046  5.231E-087  4.798E-115  3.295E-032  7.117E-044  5.623E-055
     1.585E-011  1.542E-030  1.961E-097  1.687E-031  2.337E-040  4.144E-046  3.102E-086  4.621E-114  5.223E-032  1.416E-043  1.427E-054
     1.995E-011  2.444E-030  1.369E-096  2.674E-031  4.656E-040  8.258E-046  1.714E-085  4.359E-113  8.278E-032  2.822E-043  3.623E-054
     2.512E-011  3.874E-030  6.725E-096  4.238E-031  9.283E-040  1.647E-045  7.433E-085  2.376E-112  1.312E-031  5.628E-043  9.066E-054
     3.162E-011  6.140E-030  3.797E-095  6.717E-031  1.852E-039  3.285E-045  3.287E-084  1.586E-111  2.079E-031  1.123E-042  2.247E-053
     3.981E-011  9.731E-030  2.045E-094  1.065E-030  3.696E-039  6.555E-045  1.373E-083  9.004E-111  3.295E-031  2.240E-042  5.517E-053
     5.012E-011  1.542E-029  1.185E-093  1.687E-030  7.376E-039  1.308E-044  6.117E-083  6.100E-110  5.223E-031  4.471E-042  1.364E-052
     6.310E-011  2.444E-029  7.378E-093  2.674E-030  1.472E-038  2.611E-044  2.942E-082  5.040E-109  8.278E-031  8.923E-042  3.401E-052
     7.943E-011  3.874E-029  4.735E-092  4.238E-030  2.937E-038  5.210E-044  1.447E-081  4.331E-108  1.312E-030  1.780E-041  8.522E-052
     1.000E-010  6.140E-029  3.140E-091  6.717E-030  5.860E-038  1.040E-043  7.248E-081  3.871E-107  2.079E-030  3.552E-041  2.139E-051
     1.259E-010  9.731E-029  2.032E-090  1.065E-029  1.169E-037  2.075E-043  3.589E-080  3.263E-106  3.295E-030  7.088E-041  5.370E-051
     1.585E-010  1.542E-028  1.432E-089  1.687E-029  2.333E-037  4.140E-043  1.843E-079  3.052E-105  5.223E-030  1.414E-040  1.351E-050
     1.995E-010  2.444E-028  1.131E-088  2.674E-029  4.655E-037  8.263E-043  9.977E-079  2.965E-104  8.278E-030  2.822E-040  3.422E-050
     2.512E-010  3.874E-028  7.197E-088  4.238E-029  9.288E-037  1.649E-042  4.841E-078  2.481E-103  1.312E-029  5.630E-040  8.609E-050
     3.162E-010  6.140E-028  5.222E-087  6.717E-029  1.853E-036  3.291E-042  2.504E-077  3.281E-102  2.079E-029  1.123E-039  2.162E-049
     3.981E-010  9.731E-028  4.477E-086  1.065E-028  3.698E-036  6.569E-042  1.441E-076  5.559E-101  3.295E-029  2.242E-039  5.462E-049
     5.012E-010  1.542E-027  4.623E-085  1.687E-028  7.378E-036  1.311E-041  9.862E-076  8.874E-100  5.223E-029  4.472E-039  1.418E-048
     6.310E-010  2.444E-027  2.705E-084  2.674E-028  1.472E-035  2.618E-041  4.350E-075  7.147E-099  8.278E-029  8.924E-039  3.545E-048
     7.943E-010  3.874E-027  1.616E-083  4.238E-028  2.937E-035  5.227E-041  1.951E-074  5.275E-098  1.312E-028  1.781E-038  8.820E-048
     1.000E-009  6.140E-027  1.100E-082  6.717E-028  5.860E-035  1.044E-040  8.890E-074  5.098E-097  2.079E-028  3.553E-038  2.196E-047
     1.259E-009  9.731E-027  9.038E-082  1.065E-027  1.169E-034  2.085E-040  4.669E-073  6.841E-096  3.295E-028  7.088E-038  5.517E-047
     1.585E-009  1.542E-026  6.109E-081  1.687E-027  2.333E-034  4.165E-040  2.200E-072  6.534E-095  5.223E-028  1.414E-037  1.379E-046
     1.995E-009  2.444E-026  3.950E-080  2.674E-027  4.655E-034  8.324E-040  9.958E-072  5.104E-094  8.278E-028  2.822E-037  3.443E-046
     2.512E-009  3.874E-026  2.763E-079  4.238E-027  9.288E-034  1.664E-039  4.677E-071  4.974E-093  1.312E-027  5.630E-037  8.616E-046
     3.162E-009  6.140E-026  2.206E-078  6.717E-027  1.853E-033  3.330E-039  2.336E-070  7.268E-092  2.079E-027  1.123E-036  2.163E-045
     3.981E-009  9.730E-026  1.671E-077  1.065E-026  3.698E-033  6.666E-039  1.160E-069  7.595E-091  3.295E-027  2.241E-036  5.445E-045
     5.012E-009  1.542E-025  1.252E-076  1.687E-026  7.377E-033  1.335E-038  5.712E-069  8.418E-090  5.223E-027  4.472E-036  1.372E-044
     6.310E-009  2.444E-025  9.882E-076  2.674E-026  1.472E-032  2.679E-038  2.858E-068  1.037E-088  8.278E-027  8.923E-036  3.462E-044
     7.943E-009  3.873E-025  8.013E-075  4.238E-026  2.937E-032  5.380E-038  1.444E-067  1.420E-087  1.312E-026  1.780E-035  8.744E-044
     1.000E-008  6.139E-025  6.324E-074  6.717E-026  5.860E-032  1.082E-037  7.271E-067  1.713E-086  2.079E-026  3.552E-035  2.212E-043
     1.259E-008  9.728E-025  4.771E-073  1.065E-025  1.169E-031  2.181E-037  3.569E-066  1.838E-085  3.295E-026  7.088E-035  5.605E-043
     1.585E-008  1.542E-024  3.741E-072  1.687E-025  2.333E-031  4.408E-037  1.775E-065  2.344E-084  5.223E-026  1.414E-034  1.423E-042
     1.995E-008  2.443E-024  3.064E-071  2.674E-025  4.654E-031  8.935E-037  8.917E-065  3.139E-083  8.278E-026  2.822E-034  3.624E-042
     2.512E-008  3.872E-024  2.439E-070  4.238E-025  9.287E-031  1.818E-036  4.464E-064  3.618E-082  1.312E-025  5.630E-034  9.258E-042
     3.162E-008  6.135E-024  1.956E-069  6.717E-025  1.853E-030  3.715E-036  2.230E-063  4.559E-081  2.079E-025  1.123E-033  2.374E-041
     3.981E-008  9.722E-024  1.627E-068  1.064E-024  3.697E-030  7.633E-036  1.121E-062  5.870E-080  3.295E-025  2.241E-033  6.119E-041
     5.012E-008  1.540E-023  1.320E-067  1.687E-024  7.376E-030  1.579E-035  5.610E-062  7.079E-079  5.223E-025  4.471E-033  1.586E-040
     6.310E-008  2.441E-023  1.094E-066  2.674E-024  1.472E-029  3.289E-035  2.808E-061  9.201E-078  8.278E-025  8.920E-033  4.138E-040
     7.943E-008  3.866E-023  9.475E-066  4.237E-024  2.936E-029  6.912E-035  1.416E-060  1.188E-076  1.312E-024  1.780E-032  1.088E-039
     1.000E-007  6.125E-023  7.840E-065  6.715E-024  5.857E-029  1.467E-034  7.087E-060  1.387E-075  2.079E-024  3.550E-032  2.888E-039
     1.259E-007  9.701E-023  6.540E-064  1.064E-023  1.168E-028  3.147E-034  3.534E-059  1.754E-074  3.295E-024  7.082E-032  7.741E-039
     1.585E-007  1.536E-022  5.920E-063  1.686E-023  2.331E-028  6.832E-034  1.779E-058  2.490E-073  5.223E-024  1.413E-031  2.099E-038
     1.995E-007  2.432E-022  5.444E-062  2.672E-023  4.650E-028  1.502E-033  9.022E-058  3.602E-072  8.278E-024  2.818E-031  5.757E-038
     2.512E-007  3.850E-022  4.571E-061  4.234E-023  9.275E-028  3.344E-033  4.491E-057  4.066E-071  1.312E-023  5.621E-031  1.600E-037
     3.162E-007  6.092E-022  3.920E-060  6.710E-023  1.850E-027  7.543E-033  2.223E-056  4.522E-070  2.079E-023  1.121E-030  4.502E-037
     3.981E-007  9.635E-022  3.543E-059  1.063E-022  3.689E-027  1.723E-032  1.111E-055  5.553E-069  3.295E-023  2.235E-030  1.283E-036
     5.012E-007  1.523E-021  3.269E-058  1.684E-022  7.357E-027  3.983E-032  5.556E-055  6.967E-068  5.223E-023  4.457E-030  3.704E-036
     6.310E-007  2.406E-021  3.060E-057  2.668E-022  1.467E-026  9.310E-032  2.780E-054  8.757E-067  8.277E-023  8.884E-030  1.082E-035
     7.943E-007  3.798E-021  2.890E-056  4.226E-022  2.924E-026  2.198E-031  1.390E-053  1.098E-065  1.312E-022  1.771E-029  3.192E-035
     1.000E-006  5.988E-021  2.767E-055  6.694E-022  5.827E-026  5.232E-031  6.947E-053  1.381E-064  2.079E-022  3.528E-029  9.510E-035
     1.259E-006  9.427E-021  2.674E-054  1.060E-021  1.161E-025  1.255E-030  3.470E-052  1.734E-063  3.295E-022  7.026E-029  2.856E-034
     1.585E-006  1.482E-020  2.606E-053  1.678E-021  2.312E-025  3.026E-030  1.732E-051  2.173E-062  5.223E-022  1.399E-028  8.632E-034
     1.995E-006  2.324E-020  2.564E-052  2.656E-021  4.602E-025  7.330E-030  8.636E-051  2.728E-061  8.277E-022  2.783E-028  2.623E-033
     2.512E-006  3.634E-020  2.538E-051  4.204E-021  9.156E-025  1.781E-029  4.300E-050  3.416E-060  1.312E-021  5.532E-028  7.997E-033
     3.162E-006  5.664E-020  2.531E-050  6.650E-021  1.820E-024  4.332E-029  2.138E-049  4.278E-059  2.079E-021  1.099E-027  2.444E-032
     3.981E-006  8.788E-020  2.538E-049  1.052E-020  3.615E-024  1.054E-028  1.061E-048  5.347E-058  3.295E-021  2.180E-027  7.473E-032
     5.012E-006  1.356E-019  2.556E-048  1.663E-020  7.171E-024  2.561E-028  5.248E-048  6.672E-057  5.222E-021  4.319E-027  2.284E-031
     6.310E-006  2.078E-019  2.584E-047  2.628E-020  1.421E-023  6.205E-028  2.589E-047  8.312E-056  8.276E-021  8.541E-027  6.965E-031
