   TIME        H           H-          H+          H2+         H3+         He+         He          HeH+        C+          C         
     1.585E-006  1.530E-006  2.566E-069  2.956E-040  8.900E-065  2.819E-042  1.440E-078  3.866E-024  9.400E-044  2.414E-051  2.840E-036
     1.995E-006  1.530E-006  2.554E-068  9.025E-040  7.058E-064  1.342E-041  1.811E-077  7.576E-024  2.320E-043  7.633E-051  5.666E-036
     2.512E-006  1.530E-006  2.538E-067  2.755E-039  5.592E-063  6.405E-041  2.273E-076  1.478E-023  5.704E-043  2.414E-050  1.130E-035
     3.162E-006  1.530E-006  2.519E-066  8.394E-039  4.429E-062  3.059E-040  2.855E-075  2.868E-023  1.395E-042  7.632E-050  2.255E-035
     3.981E-006  1.530E-006  2.497E-065  2.549E-038  3.506E-061  1.459E-039  3.581E-074  5.530E-023  3.395E-042  2.413E-049  4.500E-035
     5.012E-006  1.530E-006  2.469E-064  7.700E-038  2.773E-060  6.934E-039  4.488E-073  1.058E-022  8.203E-042  7.630E-049  8.977E-035
     6.310E-006  1.530E-006  2.437E-063  2.310E-037  2.191E-059  3.276E-038  5.624E-072  2.005E-022  1.968E-041  2.413E-048  1.791E-034
     7.943E-006  1.530E-006  2.399E-062  6.871E-037  1.729E-058  1.534E-037  7.037E-071  3.759E-022  4.683E-041  7.628E-048  3.573E-034
     1.000E-005  1.530E-006  2.354E-061  2.023E-036  1.363E-057  7.103E-037  8.798E-070  6.962E-022  1.105E-040  2.412E-047  7.127E-034
     1.259E-005  1.530E-006  2.303E-060  5.881E-036  1.073E-056  3.241E-036  1.098E-068  1.272E-021  2.590E-040  7.626E-047  1.422E-033
     1.585E-005  1.530E-006  2.247E-059  1.687E-035  8.435E-056  1.453E-035  1.369E-067  2.288E-021  6.030E-040  2.411E-046  2.836E-033
     1.995E-005  1.530E-006  2.185E-058  4.766E-035  6.621E-055  6.371E-035  1.704E-066  4.053E-021  1.398E-039  7.623E-046  5.658E-033
     2.512E-005  1.530E-006  2.120E-057  1.326E-034  5.191E-054  2.725E-034  2.118E-065  7.067E-021  3.233E-039  2.410E-045  1.129E-032
     3.162E-005  1.530E-006  2.053E-056  3.635E-034  4.066E-053  1.133E-033  2.630E-064  1.214E-020  7.471E-039  7.620E-045  2.252E-032
     3.981E-005  1.530E-006  1.988E-055  9.817E-034  3.185E-052  4.564E-033  3.266E-063  2.055E-020  1.723E-038  2.410E-044  4.494E-032
     5.012E-005  1.530E-006  1.926E-054  2.617E-033  2.497E-051  1.777E-032  4.056E-062  3.438E-020  3.955E-038  7.621E-044  8.970E-032
     6.310E-005  1.530E-006  1.869E-053  6.896E-033  1.962E-050  6.683E-032  5.046E-061  5.691E-020  8.984E-038  2.411E-043  1.791E-031
     7.943E-005  1.530E-006  1.814E-052  1.800E-032  1.545E-049  2.425E-031  6.292E-060  9.340E-020  2.010E-037  7.633E-043  3.580E-031
     1.000E-004  1.530E-006  1.760E-051  4.660E-032  1.220E-048  8.500E-031  7.866E-059  1.522E-019  4.411E-037  2.418E-042  7.162E-031
     1.259E-004  1.530E-006  1.701E-050  1.199E-031  9.638E-048  2.879E-030  9.848E-058  2.465E-019  9.476E-037  7.670E-042  1.435E-030
     1.585E-004  1.530E-006  1.633E-049  3.068E-031  7.597E-047  9.436E-030  1.232E-056  3.974E-019  1.992E-036  2.436E-041  2.879E-030
     1.995E-004  1.530E-006  1.550E-048  7.820E-031  5.945E-046  2.994E-029  1.532E-055  6.381E-019  4.099E-036  7.750E-041  5.789E-030
     2.512E-004  1.530E-006  1.448E-047  1.986E-030  4.590E-045  9.199E-029  1.886E-054  1.021E-018  8.262E-036  2.471E-040  1.167E-029
     3.162E-004  1.530E-006  1.324E-046  5.032E-030  3.478E-044  2.735E-028  2.282E-053  1.631E-018  1.632E-035  7.896E-040  2.357E-029
     3.981E-004  1.530E-006  1.178E-045  1.272E-029  2.573E-043  7.867E-028  2.702E-052  2.597E-018  3.159E-035  2.530E-039  4.776E-029
     5.012E-004  1.530E-006  1.013E-044  3.208E-029  1.850E-042  2.187E-027  3.116E-051  4.129E-018  5.987E-035  8.125E-039  9.699E-029
     6.310E-004  1.530E-006  8.362E-044  8.081E-029  1.289E-041  5.878E-027  3.486E-050  6.551E-018  1.109E-034  2.616E-038  1.974E-028
     7.943E-004  1.530E-006  6.584E-043  2.032E-028  8.676E-041  1.528E-026  3.773E-049  1.037E-017  2.003E-034  8.439E-038  4.024E-028
     1.000E-003  1.530E-006  4.909E-042  5.103E-028  5.616E-040  3.849E-026  3.936E-048  1.640E-017  3.516E-034  2.726E-037  8.205E-028
     1.259E-003  1.530E-006  3.442E-041  1.280E-027  3.479E-039  9.427E-026  3.939E-047  2.587E-017  5.979E-034  8.804E-037  1.671E-027
     1.585E-003  1.530E-006  2.252E-040  3.205E-027  2.050E-038  2.250E-025  3.761E-046  4.073E-017  9.812E-034  2.839E-036  3.392E-027
     1.995E-003  1.530E-006  1.364E-039  8.011E-027  1.140E-037  5.250E-025  3.403E-045  6.397E-017  1.549E-033  9.119E-036  6.844E-027
     2.512E-003  1.530E-006  7.586E-039  1.999E-026  5.931E-037  1.199E-024  2.895E-044  1.002E-016  2.345E-033  2.910E-035  1.368E-026
     3.162E-003  1.530E-006  3.847E-038  4.978E-026  2.860E-036  2.677E-024  2.294E-043  1.563E-016  3.402E-033  9.192E-035  2.699E-026
     3.981E-003  1.530E-006  1.768E-037  1.236E-025  1.267E-035  5.848E-024  1.679E-042  2.429E-016  4.731E-033  2.865E-034  5.241E-026
     5.012E-003  1.530E-006  7.340E-037  3.062E-025  5.122E-035  1.249E-023  1.128E-041  3.757E-016  6.325E-033  8.787E-034  9.978E-026
     6.310E-003  1.530E-006  2.756E-036  7.556E-025  1.883E-034  2.605E-023  6.913E-041  5.776E-016  8.163E-033  2.643E-033  1.859E-025
     7.943E-003  1.530E-006  9.411E-036  1.857E-024  6.299E-034  5.312E-023  3.865E-040  8.821E-016  1.023E-032  7.786E-033  3.387E-025
     1.000E-002  1.530E-006  2.951E-035  4.541E-024  1.928E-033  1.059E-022  1.977E-039  1.336E-015  1.251E-032  2.244E-032  6.034E-025
     1.259E-002  1.530E-006  8.600E-035  1.104E-023  5.450E-033  2.068E-022  9.311E-039  2.007E-015  1.500E-032  6.332E-032  1.053E-024
     1.585E-002  1.529E-006  2.357E-034  2.668E-023  1.439E-032  3.960E-022  4.078E-038  2.984E-015  1.767E-032  1.752E-031  1.805E-024
     1.995E-002  1.529E-006  6.144E-034  6.400E-023  3.590E-032  7.449E-022  1.679E-037  4.390E-015  2.047E-032  4.761E-031  3.045E-024
     2.512E-002  1.529E-006  1.535E-033  1.523E-022  8.554E-032  1.378E-021  6.561E-037  6.389E-015  2.331E-032  1.275E-030  5.073E-024
     3.162E-002  1.529E-006  3.704E-033  3.591E-022  1.966E-031  2.510E-021  2.458E-036  9.200E-015  2.611E-032  3.372E-030  8.366E-024
     3.981E-002  1.529E-006  8.662E-033  8.383E-022  4.395E-031  4.502E-021  8.909E-036  1.311E-014  2.879E-032  8.826E-030  1.368E-023
     5.012E-002  1.528E-006  1.970E-032  1.935E-021  9.637E-031  7.949E-021  3.148E-035  1.852E-014  3.135E-032  2.291E-029  2.224E-023
     6.310E-002  1.528E-006  4.361E-032  4.409E-021  2.094E-030  1.382E-020  1.094E-034  2.593E-014  3.390E-032  5.909E-029  3.595E-023
     7.943E-002  1.527E-006  9.413E-032  9.891E-021  4.576E-030  2.363E-020  3.778E-034  3.600E-014  3.661E-032  1.516E-028  5.789E-023
     1.000E-001  1.526E-006  1.981E-031  2.177E-020  1.030E-029  3.977E-020  1.320E-033  4.954E-014  3.976E-032  3.876E-028  9.292E-023
     1.259E-001  1.525E-006  4.065E-031  4.685E-020  2.481E-029  6.587E-020  4.801E-033  6.747E-014  4.362E-032  9.878E-028  1.488E-022
     1.585E-001  1.524E-006  8.132E-031  9.812E-020  6.698E-029  1.074E-019  1.894E-032  9.082E-014  4.850E-032  2.513E-027  2.379E-022
     1.995E-001  1.523E-006  1.585E-030  1.992E-019  2.080E-028  1.721E-019  8.448E-032  1.206E-013  5.474E-032  6.384E-027  3.799E-022
     2.512E-001  1.521E-006  3.003E-030  3.907E-019  7.311E-028  2.706E-019  4.307E-031  1.580E-013  6.274E-032  1.621E-026  6.062E-022
     3.162E-001  1.519E-006  5.519E-030  7.383E-019  2.767E-027  4.160E-019  2.427E-030  2.036E-013  7.306E-032  4.111E-026  9.671E-022
     3.981E-001  1.516E-006  9.813E-030  1.342E-018  1.071E-026  6.212E-019  1.430E-029  2.580E-013  8.641E-032  1.040E-025  1.544E-021
     5.012E-001  1.512E-006  1.684E-029  2.341E-018  4.067E-026  8.929E-019  8.350E-029  3.207E-013  1.038E-031  2.610E-025  2.465E-021
     6.310E-001  1.507E-006  2.790E-029  3.914E-018  1.471E-025  1.220E-018  4.637E-028  3.895E-013  1.266E-031  6.451E-025  3.943E-021
     7.943E-001  1.501E-006  4.485E-029  6.259E-018  4.950E-025  1.563E-018  2.366E-027  4.600E-013  1.569E-031  1.550E-024  6.316E-021
     1.000E+000  1.493E-006  7.072E-029  9.560E-018  1.519E-024  1.851E-018  1.077E-026  5.256E-013  1.974E-031  3.571E-024  1.014E-020
     1.259E+000  1.483E-006  1.107E-028  1.396E-017  4.214E-024  2.006E-018  4.271E-026  5.783E-013  2.523E-031  7.791E-024  1.630E-020
     1.585E+000  1.470E-006  1.736E-028  1.956E-017  1.060E-023  1.996E-018  1.456E-025  6.117E-013  3.281E-031  1.597E-023  2.626E-020
     1.995E+000  1.453E-006  2.739E-028  2.652E-017  2.466E-023  1.856E-018  4.261E-025  6.230E-013  4.344E-031  3.062E-023  4.242E-020
     2.512E+000  1.431E-006  4.373E-028  3.502E-017  5.493E-023  1.663E-018  1.086E-024  6.138E-013  5.865E-031  5.473E-023  6.877E-020
     3.162E+000  1.403E-006  7.111E-028  4.533E-017  1.212E-022  1.484E-018  2.486E-024  5.891E-013  8.100E-031  9.110E-023  1.121E-019
     3.981E+000  1.366E-006  1.190E-027  5.770E-017  2.712E-022  1.343E-018  5.330E-024  5.548E-013  1.149E-030  1.423E-022  1.843E-019
     5.012E+000  1.318E-006  2.085E-027  7.231E-017  6.210E-022  1.232E-018  1.113E-023  5.151E-013  1.684E-030  2.133E-022  3.071E-019
     6.310E+000  1.255E-006  3.916E-027  8.929E-017  1.455E-021  1.136E-018  2.315E-023  4.711E-013  2.578E-030  3.172E-022  5.228E-019
     7.943E+000  1.174E-006  8.107E-027  1.087E-016  3.467E-021  1.048E-018  4.837E-023  4.222E-013  4.183E-030  4.832E-022  9.231E-019
     1.000E+001  1.071E-006  1.874E-026  1.305E-016  8.341E-021  9.692E-019  1.014E-022  3.679E-013  7.348E-030  7.782E-022  1.729E-018
   TIME        SO          C4H+        H2PO+       C4H         H2CCl+      C4H-        HSO+        C3N+        C3N-        C3N       



   TIME        HC4H        C4H2+       C4H3        ClO         HC3N+       ClO+        HNC3        HC3N        C4H3+       C2N2+     
     1.259E-017  8.329E-187  1.106E-183  3.548E-188  9.730E-201  1.178E-101  3.048E-267  9.939E-152  7.746E-106  5.536E-203  1.890E-068
     1.585E-017  3.595E-179  4.767E-176  1.531E-182  4.200E-192  1.606E-098  1.316E-255  4.292E-146  2.232E-102  2.390E-194  6.106E-067
     1.995E-017  1.028E-178  1.363E-175  4.378E-182  1.201E-191  4.588E-098  3.761E-255  1.227E-145  6.378E-102  6.832E-194  1.694E-066
     2.512E-017  2.075E-178  2.751E-175  8.838E-182  2.424E-191  9.259E-098  7.593E-255  2.477E-145  1.287E-101  1.379E-193  3.382E-066
     3.162E-017  3.719E-178  4.931E-175  1.584E-181  4.345E-191  1.659E-097  1.361E-254  4.440E-145  2.307E-101  2.472E-193  6.018E-066
     3.981E-017  6.305E-178  8.360E-175  2.686E-181  7.366E-191  2.813E-097  2.308E-254  7.528E-145  3.912E-101  4.191E-193  1.015E-065
     5.012E-017  4.674E-172  2.752E-169  8.932E-178  5.460E-184  7.091E-097  1.644E-244  3.727E-141  3.525E-100  9.208E-187  1.977E-065
     6.310E-017  1.593E-171  9.379E-169  3.043E-177  1.861E-183  1.588E-096  5.602E-244  1.270E-140  1.086E-099  3.138E-186  3.753E-065
     7.943E-017  3.226E-167  4.083E-166  1.638E-176  8.300E-178  6.933E-096  5.046E-236  6.095E-139  7.300E-099  1.375E-183  7.928E-065
     1.000E-016  1.325E-166  1.672E-165  5.245E-176  3.408E-177  2.137E-095  2.072E-235  2.441E-138  2.478E-098  5.631E-183  1.656E-064
     1.259E-016  3.164E-166  3.991E-165  1.179E-175  8.141E-177  4.747E-095  4.949E-235  5.800E-138  5.658E-098  1.344E-182  3.147E-064
     1.585E-016  1.379E-164  3.589E-163  2.080E-174  6.346E-173  2.362E-094  1.585E-228  1.233E-136  3.056E-097  2.619E-180  6.868E-064
     1.995E-016  4.453E-164  1.171E-162  6.517E-174  2.091E-172  6.422E-094  5.223E-228  3.894E-136  8.442E-097  8.590E-180  1.382E-063
     2.512E-016  4.556E-163  1.204E-161  2.654E-173  2.826E-171  1.633E-093  4.101E-224  1.704E-135  2.175E-096  1.482E-178  2.637E-063
     3.162E-016  6.353E-162  1.680E-160  2.360E-172  4.169E-170  7.184E-093  7.104E-223  1.613E-134  9.793E-096  2.269E-177  5.699E-063
     3.981E-016  1.769E-161  4.677E-160  6.362E-172  1.164E-169  1.758E-092  1.999E-222  4.371E-134  2.407E-095  6.348E-177  1.105E-062
     5.012E-016  5.597E-160  1.364E-158  5.805E-171  7.158E-168  6.584E-092  5.889E-220  4.312E-133  9.131E-095  3.225E-175  2.244E-062
     6.310E-016  2.428E-159  5.896E-158  2.269E-170  3.167E-167  2.023E-091  2.648E-219  1.705E-132  2.821E-094  1.421E-174  4.566E-062
     7.943E-016  5.945E-159  1.442E-157  5.428E-170  7.783E-167  4.532E-091  6.528E-219  4.090E-132  6.331E-094  3.488E-174  8.584E-062
     1.000E-015  2.554E-157  5.779E-156  7.607E-169  6.594E-165  2.121E-090  3.590E-216  5.467E-131  2.988E-093  2.425E-172  1.833E-061
     1.259E-015  7.589E-157  1.715E-155  2.174E-168  1.977E-164  5.359E-090  1.085E-215  1.558E-130  7.563E-093  7.255E-172  3.563E-061
     1.585E-015  1.941E-155  4.196E-154  2.964E-167  9.371E-163  1.985E-089  3.167E-213  1.385E-129  2.813E-092  3.015E-170  7.196E-061
     1.995E-015  8.303E-155  1.791E-153  1.212E-166  4.103E-162  6.025E-089  1.418E-212  5.359E-129  8.554E-092  1.315E-169  1.452E-060
     2.512E-015  5.121E-154  1.084E-152  7.558E-166  3.862E-161  1.504E-088  6.274E-211  1.865E-128  2.138E-091  1.163E-168  2.761E-060
     3.162E-015  7.908E-153  1.657E-151  1.181E-164  7.130E-160  6.417E-088  1.445E-209  1.670E-127  9.142E-091  2.103E-167  5.825E-060
     3.981E-015  2.249E-152  4.712E-151  3.361E-164  2.045E-159  1.579E-087  4.181E-209  4.572E-127  2.251E-090  6.028E-167  1.122E-059
     5.012E-015  6.287E-151  1.296E-149  1.409E-162  1.005E-157  6.340E-087  1.128E-206  4.537E-126  9.051E-090  2.821E-165  2.301E-059
     6.310E-015  2.305E-150  4.747E-149  5.236E-162  3.747E-157  1.791E-086  4.284E-206  1.545E-125  2.558E-089  1.051E-164  4.571E-059
     7.943E-015  3.275E-149  6.686E-148  1.189E-160  8.875E-156  5.483E-086  5.167E-204  9.115E-125  7.836E-089  2.425E-163  8.927E-059
     1.000E-014  2.187E-148  4.459E-147  8.354E-160  6.254E-155  1.956E-085  3.873E-203  4.927E-124  2.798E-088  1.705E-162  1.842E-058
     1.259E-014  5.798E-148  1.182E-146  2.229E-159  1.670E-154  4.612E-085  1.041E-202  1.267E-123  6.596E-088  4.550E-162  3.503E-058
     1.585E-014  1.862E-146  3.780E-145  1.220E-157  9.266E-153  2.027E-084  3.044E-200  1.446E-122  2.900E-087  2.490E-160  7.332E-058
     1.995E-014  5.919E-146  1.201E-144  3.921E-157  2.980E-152  5.322E-084  9.914E-200  4.363E-122  7.614E-087  8.006E-160  1.433E-057
     2.512E-014  1.275E-144  2.590E-143  1.428E-155  1.086E-150  1.922E-083  1.855E-197  3.599E-121  2.750E-086  2.914E-158  2.875E-057
     3.162E-014  5.799E-144  1.178E-142  6.666E-155  5.070E-150  6.013E-083  8.927E-197  1.465E-120  8.600E-086  1.360E-157  5.817E-057
     3.981E-014  2.664E-143  5.436E-142  4.188E-154  3.154E-149  1.456E-082  2.035E-195  4.528E-120  2.082E-085  8.568E-157  1.102E-056
     5.012E-014  5.407E-142  1.109E-140  1.089E-152  8.154E-148  6.649E-082  7.618E-194  4.784E-119  9.492E-085  2.231E-155  2.342E-056
     6.310E-014  1.551E-141  3.182E-140  3.151E-152  2.359E-147  1.655E-081  2.224E-193  1.324E-118  2.362E-084  6.456E-155  4.523E-056
     7.943E-014  4.505E-140  9.546E-139  1.625E-150  1.156E-145  7.046E-081  5.841E-191  1.456E-117  1.000E-083  3.388E-153  9.311E-056
     1.000E-013  1.744E-139  3.701E-138  6.403E-150  4.548E-145  2.107E-080  2.343E-190  5.267E-117  2.986E-083  1.336E-152  1.877E-055
     1.259E-013  4.150E-139  8.807E-138  1.530E-149  1.086E-144  4.667E-080  5.619E-190  1.232E-116  6.610E-083  3.190E-152  3.510E-055
     1.585E-013  2.149E-137  4.994E-136  1.517E-147  9.418E-143  2.910E-079  2.828E-187  2.381E-115  4.056E-082  3.357E-150  7.816E-055
     1.995E-013  6.105E-137  1.421E-135  4.340E-147  2.691E-142  7.425E-079  8.135E-187  6.608E-115  1.033E-081  9.606E-150  1.531E-054
     2.512E-013  1.177E-135  3.314E-134  1.723E-145  8.110E-141  2.570E-078  1.542E-184  5.657E-114  3.510E-081  4.433E-148  2.970E-054
     3.162E-013  1.200E-134  3.438E-133  1.848E-144  8.572E-140  1.449E-077  1.716E-183  5.040E-113  1.943E-080  4.788E-147  6.800E-054
     3.981E-013  3.110E-134  8.920E-133  4.806E-144  2.227E-139  3.540E-077  4.472E-183  1.293E-112  4.738E-080  1.245E-146  1.331E-053
     5.012E-013  6.382E-134  1.831E-132  9.873E-144  4.572E-139  7.111E-077  9.193E-183  2.643E-112  9.507E-080  2.559E-146  2.419E-053
     6.310E-013  1.124E-131  4.670E-130  4.578E-141  1.230E-136  1.027E-075  2.040E-179  2.035E-110  1.289E-078  1.569E-143  6.206E-053
     7.943E-013  3.377E-131  1.406E-129  1.380E-140  3.702E-136  2.935E-075  6.157E-179  6.082E-110  3.670E-078  4.732E-143  1.316E-052
     1.000E-012  7.062E-131  2.940E-129  2.887E-140  7.744E-136  6.056E-075  1.289E-178  1.270E-109  7.564E-078  9.901E-143  2.450E-052
     1.259E-012  1.304E-130  5.431E-129  5.334E-140  1.431E-135  1.112E-074  2.381E-178  2.344E-109  1.388E-077  1.829E-142  4.286E-052
     1.585E-012  8.140E-129  6.076E-127  5.352E-138  1.257E-133  2.579E-074  1.111E-175  7.911E-108  3.330E-077  6.145E-140  7.913E-052
     1.995E-012  3.496E-128  2.629E-126  2.313E-137  5.426E-133  6.081E-074  4.844E-175  3.347E-107  8.076E-077  2.676E-139  1.492E-051
     2.512E-012  5.274E-126  8.075E-125  6.020E-135  9.571E-130  1.592E-073  2.533E-170  4.173E-106  2.207E-076  1.312E-137  2.821E-051
     3.162E-012  3.196E-125  4.682E-124  3.665E-134  5.859E-129  4.474E-073  1.552E-169  2.220E-105  6.442E-076  7.771E-137  5.496E-051
     3.981E-012  1.067E-124  1.472E-123  1.283E-133  2.241E-128  1.091E-072  1.796E-168  6.820E-105  1.601E-075  2.457E-136  1.048E-050
     5.012E-012  5.522E-124  5.401E-123  8.325E-133  1.965E-127  2.992E-072  4.574E-167  2.403E-104  4.525E-075  9.148E-136  2.034E-050
     6.310E-012  3.164E-123  2.725E-122  5.969E-132  1.614E-126  8.103E-072  1.013E-165  1.006E-103  1.256E-074  5.154E-135  3.959E-050
     7.943E-012  2.229E-122  1.700E-121  5.168E-131  1.407E-125  2.282E-071  2.013E-164  5.017E-103  3.624E-074  3.655E-134  7.778E-050
     1.000E-011  2.170E-121  1.395E-120  6.841E-130  1.935E-124  6.904E-071  6.857E-163  3.105E-102  1.126E-073  3.572E-133  1.538E-049
     1.259E-011  2.898E-120  2.015E-119  1.322E-128  3.763E-123  2.179E-070  5.395E-161  2.488E-101  3.638E-073  9.679E-132  3.055E-049
     1.585E-011  2.717E-119  1.980E-118  1.371E-127  3.895E-122  7.166E-070  6.730E-160  1.895E-100  1.224E-072  1.099E-130  6.080E-049
     1.995E-011  2.444E-118  1.887E-117  1.635E-126  4.387E-121  2.338E-069  2.104E-158  1.352E-099  4.078E-072  1.384E-129  1.212E-048
     2.512E-011  1.310E-117  1.031E-116  9.556E-126  2.525E-120  7.214E-069  1.432E-157  6.635E-099  1.279E-071  8.179E-129  2.416E-048
     3.162E-011  9.004E-117  6.361E-116  8.284E-125  2.580E-119  2.179E-068  3.942E-156  3.462E-098  3.934E-071  5.881E-128  4.819E-048
     3.981E-011  5.319E-116  3.390E-115  5.904E-124  1.925E-118  6.459E-068  4.864E-155  1.646E-097  1.190E-070  3.437E-127  9.617E-048
     5.012E-011  3.537E-115  2.064E-114  4.841E-123  1.524E-117  1.948E-067  6.758E-154  8.579E-097  3.679E-070  2.399E-126  1.919E-047
     6.310E-011  2.828E-114  1.489E-113  4.854E-122  1.500E-116  6.003E-067  1.361E-152  5.025E-096  1.170E-069  2.088E-125  3.830E-047
     7.943E-011  2.326E-113  1.136E-112  5.037E-121  1.560E-115  1.876E-066  3.150E-151  3.055E-095  3.807E-069  1.962E-124  7.643E-047
     1.000E-010  1.967E-112  9.086E-112  5.401E-120  1.631E-114  5.910E-066  6.972E-150  1.919E-094  1.260E-068  1.988E-123  1.525E-046
     1.259E-010  1.571E-111  6.965E-111  5.334E-119  1.557E-113  1.864E-065  1.244E-148  1.178E-093  4.215E-068  1.888E-122  3.043E-046
     1.585E-010  1.370E-110  5.772E-110  6.020E-118  1.629E-112  5.937E-065  2.615E-147  7.662E-093  1.445E-067  2.003E-121  6.071E-046
     1.995E-010  1.235E-109  5.047E-109  7.161E-117  1.687E-111  1.942E-064  5.018E-146  5.273E-092  5.227E-067  2.280E-120  1.211E-045
     2.512E-010  9.406E-109  3.887E-108  6.658E-116  1.408E-110  6.154E-064  6.912E-145  3.180E-091  1.822E-066  2.339E-119  2.417E-045
     3.162E-010  1.041E-107  3.849E-107  1.004E-114  2.076E-109  1.944E-063  4.929E-143  2.209E-090  6.419E-066  3.549E-118  4.822E-045
     3.981E-010  1.442E-106  4.848E-106  1.759E-113  3.801E-108  6.297E-063  2.390E-141  1.811E-089  2.404E-065  7.303E-117  9.622E-045
     5.012E-010  2.001E-105  6.730E-105  2.761E-112  6.084E-107  2.243E-062  5.737E-140  1.759E-088  1.069E-064  1.377E-115  1.920E-044
     6.310E-010  1.412E-104  4.286E-104  2.610E-111  4.591E-106  6.909E-062  9.257E-139  9.287E-088  3.721E-064  1.168E-114  3.831E-044
     7.943E-010  9.571E-104  2.659E-103  2.099E-110  3.244E-105  2.102E-061  9.192E-138  4.944E-087  1.285E-063  8.822E-114  7.643E-044
     1.000E-009  7.580E-103  1.779E-102  2.174E-109  2.708E-104  6.440E-061  1.673E-136  2.694E-086  4.573E-063  8.813E-113  1.525E-043
     1.259E-009  8.146E-102  1.631E-101  2.995E-108  3.014E-103  2.034E-060  3.241E-135  1.835E-085  1.741E-062  1.223E-111  3.043E-043
     1.585E-009  6.648E-101  1.150E-100  3.021E-107  2.590E-102  6.294E-060  5.457E-134  1.045E-084  6.385E-062  1.263E-110  6.071E-043
     1.995E-009  4.705E-100  7.206E-100  2.540E-106  1.922E-101  1.935E-059  6.431E-133  5.534E-084  2.327E-061  1.157E-109  1.211E-042
     2.512E-009  3.817E-099  5.074E-099  2.575E-105  1.592E-100  5.994E-059  9.458E-132  3.129E-083  8.644E-061  1.344E-108  2.417E-042
     3.162E-009  4.154E-098  4.486E-098  3.756E-104  1.808E-099  1.878E-058  2.815E-130  1.983E-082  3.312E-060  2.244E-107  4.822E-042
     3.981E-009  3.730E-097  3.579E-097  4.077E-103  1.682E-098  5.916E-058  4.360E-129  1.218E-081  1.286E-059  2.923E-106  9.621E-042
     5.012E-009  3.381E-096  2.901E-096  4.608E-102  1.548E-097  1.865E-057  7.348E-128  7.406E-081  5.004E-059  4.037E-105  1.919E-041
     6.310E-009  3.345E-095  2.540E-095  5.791E-101  1.573E-096  5.892E-057  1.525E-126  4.665E-080  1.963E-058  6.320E-104  3.830E-041
     7.943E-009  3.506E-094  2.378E-094  7.853E-100  1.678E-095  1.864E-056  3.698E-125  2.995E-079  7.758E-058  1.073E-102  7.641E-041
     1.000E-008  3.450E-093  2.153E-093  9.512E-099  1.685E-094  5.901E-056  6.895E-124  1.901E-078  3.074E-057  1.584E-101  1.524E-040
     1.259E-008  3.064E-092  1.793E-092  1.043E-097  1.507E-093  1.863E-055  1.095E-122  1.149E-077  1.207E-056  2.181E-100  3.041E-040
     1.585E-008  3.083E-091  1.656E-091  1.322E-096  1.552E-092  5.879E-055  2.400E-121  7.201E-077  4.749E-056  3.365E-099  6.067E-040
     1.995E-008  3.215E-090  1.608E-090  1.767E-095  1.655E-091  1.857E-054  5.604E-120  4.590E-076  1.878E-055  5.706E-098  1.210E-039
     2.512E-008  3.061E-089  1.464E-089  2.082E-094  1.598E-090  5.871E-054  9.579E-119  2.874E-075  7.446E-055  8.414E-097  2.414E-039
     3.162E-008  3.044E-088  1.396E-088  2.602E-093  1.621E-089  1.856E-053  2.011E-117  1.803E-074  2.954E-054  1.306E-095  4.816E-039
     3.981E-008  3.104E-087  1.379E-087  3.393E-092  1.691E-088  5.869E-053  4.293E-116  1.146E-073  1.174E-053  2.200E-094  9.606E-039
     5.012E-008  3.020E-086  1.315E-086  4.097E-091  1.681E-087  1.855E-052  7.997E-115  7.194E-073  4.666E-053  3.286E-093  1.916E-038
     6.310E-008  3.065E-085  1.313E-085  5.292E-090  1.762E-086  5.864E-052  1.821E-113  4.535E-072  1.854E-052  5.396E-092  3.821E-038
     7.943E-008  3.158E-084  1.344E-084  6.983E-089  1.879E-085  1.853E-051  3.847E-112  2.903E-071  7.383E-052  9.291E-091  7.618E-038
     1.000E-007  3.019E-083  1.288E-083  8.202E-088  1.854E-084  5.856E-051  6.688E-111  1.817E-070  2.937E-051  1.342E-089  1.519E-037
     1.259E-007  3.006E-082  1.287E-082  1.016E-086  1.939E-083  1.850E-050  1.437E-109  1.135E-069  1.167E-050  2.021E-088  3.027E-037
     1.585E-007  3.249E-081  1.411E-081  1.436E-085  2.244E-082  5.844E-050  4.039E-108  7.274E-069  4.645E-050  3.758E-087  6.031E-037
     1.995E-007  3.603E-080  1.613E-080  2.003E-084  2.669E-081  1.845E-049  9.771E-107  4.725E-068  1.854E-049  6.310E-086  1.201E-036
     2.512E-007  3.400E-079  1.555E-079  2.268E-083  2.684E-080  5.824E-049  1.752E-105  2.925E-067  7.370E-049  8.600E-085  2.392E-036
     3.162E-007  3.180E-078  1.471E-078  2.587E-082  2.700E-079  1.837E-048  3.300E-104  1.795E-066  2.923E-048  1.243E-083  4.759E-036
     3.981E-007  3.204E-077  1.502E-077  3.192E-081  2.934E-078  5.793E-048  7.012E-103  1.123E-065  1.162E-047  1.929E-082  9.462E-036
     5.012E-007  3.325E-076  1.585E-076  4.013E-080  3.286E-077  1.825E-047  1.563E-101  7.061E-065  4.620E-047  3.039E-081  1.880E-035
     6.310E-007  3.531E-075  1.702E-075  5.060E-079  3.737E-076  5.745E-047  3.525E-100  4.441E-064  1.837E-046  4.795E-080  3.730E-035
