b(14N2,H2,H) (km/s)     = 0.77 3 5
Tex(14N2,14N15N,H2) (K) = 1000 1000 1000
N(H)         (cm-2)     = 1.000e+20
[14N2]/[14N15N]         = 225
n[N(14N2)]   (cols)     = 46
n[N(H2)]     (rows)     = 46

N2 shielding rates     (for parameters/values rows & columns: check N2 legend file)
9.502e-01 9.502e-01 9.502e-01 9.502e-01 9.502e-01 9.501e-01 9.501e-01 9.500e-01 9.499e-01 9.496e-01 9.493e-01 9.488e-01 9.479e-01 9.465e-01 9.444e-01 9.411e-01 9.359e-01 9.280e-01 9.160e-01 8.983e-01 8.732e-01 8.388e-01 7.942e-01 7.387e-01 6.723e-01 5.962e-01 5.132e-01 4.277e-01 3.443e-01 2.674e-01 2.003e-01 1.450e-01 1.023e-01 7.107e-02 4.881e-02 3.312e-02 2.214e-02 1.452e-02 9.286e-03 5.757e-03 3.454e-03 2.010e-03 1.131e-03 6.083e-04 3.091e-04 1.477e-04
9.484e-01 9.484e-01 9.484e-01 9.484e-01 9.483e-01 9.483e-01 9.482e-01 9.482e-01 9.480e-01 9.478e-01 9.475e-01 9.469e-01 9.461e-01 9.447e-01 9.426e-01 9.393e-01 9.341e-01 9.262e-01 9.142e-01 8.965e-01 8.714e-01 8.371e-01 7.925e-01 7.371e-01 6.709e-01 5.950e-01 5.121e-01 4.268e-01 3.436e-01 2.669e-01 1.999e-01 1.447e-01 1.021e-01 7.094e-02 4.872e-02 3.306e-02 2.210e-02 1.450e-02 9.271e-03 5.747e-03 3.449e-03 2.007e-03 1.129e-03 6.073e-04 3.086e-04 1.474e-04
9.458e-01 9.458e-01 9.457e-01 9.457e-01 9.457e-01 9.457e-01 9.456e-01 9.455e-01 9.454e-01 9.452e-01 9.448e-01 9.443e-01 9.434e-01 9.421e-01 9.400e-01 9.366e-01 9.315e-01 9.236e-01 9.116e-01 8.940e-01 8.689e-01 8.347e-01 7.902e-01 7.349e-01 6.689e-01 5.932e-01 5.106e-01 4.255e-01 3.426e-01 2.661e-01 1.993e-01 1.443e-01 1.018e-01 7.075e-02 4.860e-02 3.298e-02 2.205e-02 1.446e-02 9.248e-03 5.733e-03 3.441e-03 2.002e-03 1.127e-03 6.059e-04 3.078e-04 1.471e-04
9.422e-01 9.422e-01 9.422e-01 9.422e-01 9.421e-01 9.421e-01 9.420e-01 9.420e-01 9.418e-01 9.416e-01 9.413e-01 9.407e-01 9.399e-01 9.385e-01 9.364e-01 9.331e-01 9.279e-01 9.200e-01 9.081e-01 8.905e-01 8.655e-01 8.314e-01 7.870e-01 7.320e-01 6.662e-01 5.908e-01 5.086e-01 4.238e-01 3.413e-01 2.651e-01 1.985e-01 1.437e-01 1.015e-01 7.049e-02 4.843e-02 3.286e-02 2.197e-02 1.441e-02 9.217e-03 5.714e-03 3.429e-03 1.996e-03 1.123e-03 6.039e-04 3.068e-04 1.466e-04
9.375e-01 9.375e-01 9.375e-01 9.375e-01 9.375e-01 9.374e-01 9.374e-01 9.373e-01 9.372e-01 9.369e-01 9.366e-01 9.361e-01 9.352e-01 9.339e-01 9.318e-01 9.284e-01 9.233e-01 9.154e-01 9.035e-01 8.860e-01 8.611e-01 8.271e-01 7.829e-01 7.281e-01 6.626e-01 5.876e-01 5.059e-01 4.216e-01 3.395e-01 2.638e-01 1.975e-01 1.430e-01 1.009e-01 7.015e-02 4.820e-02 3.271e-02 2.187e-02 1.434e-02 9.175e-03 5.688e-03 3.414e-03 1.987e-03 1.118e-03 6.012e-04 3.054e-04 1.459e-04
9.317e-01 9.317e-01 9.317e-01 9.317e-01 9.317e-01 9.316e-01 9.316e-01 9.315e-01 9.314e-01 9.312e-01 9.308e-01 9.303e-01 9.294e-01 9.281e-01 9.260e-01 9.227e-01 9.176e-01 9.097e-01 8.979e-01 8.804e-01 8.556e-01 8.218e-01 7.778e-01 7.233e-01 6.583e-01 5.838e-01 5.026e-01 4.189e-01 3.374e-01 2.621e-01 1.963e-01 1.421e-01 1.003e-01 6.972e-02 4.791e-02 3.252e-02 2.174e-02 1.426e-02 9.122e-03 5.656e-03 3.394e-03 1.975e-03 1.111e-03 5.977e-04 3.035e-04 1.450e-04
9.249e-01 9.249e-01 9.249e-01 9.249e-01 9.248e-01 9.248e-01 9.248e-01 9.247e-01 9.245e-01 9.243e-01 9.240e-01 9.234e-01 9.226e-01 9.213e-01 9.192e-01 9.159e-01 9.108e-01 9.030e-01 8.912e-01 8.738e-01 8.491e-01 8.154e-01 7.718e-01 7.176e-01 6.531e-01 5.792e-01 4.987e-01 4.157e-01 3.348e-01 2.601e-01 1.948e-01 1.411e-01 9.958e-02 6.922e-02 4.757e-02 3.229e-02 2.159e-02 1.416e-02 9.059e-03 5.616e-03 3.370e-03 1.961e-03 1.103e-03 5.933e-04 3.013e-04 1.439e-04
9.173e-01 9.173e-01 9.173e-01 9.172e-01 9.172e-01 9.172e-01 9.171e-01 9.170e-01 9.169e-01 9.167e-01 9.164e-01 9.158e-01 9.150e-01 9.137e-01 9.116e-01 9.083e-01 9.032e-01 8.955e-01 8.837e-01 8.664e-01 8.419e-01 8.084e-01 7.650e-01 7.113e-01 6.473e-01 5.741e-01 4.943e-01 4.121e-01 3.320e-01 2.579e-01 1.932e-01 1.399e-01 9.874e-02 6.864e-02 4.718e-02 3.202e-02 2.142e-02 1.405e-02 8.986e-03 5.571e-03 3.343e-03 1.945e-03 1.094e-03 5.883e-04 2.987e-04 1.427e-04
9.092e-01 9.092e-01 9.092e-01 9.092e-01 9.091e-01 9.091e-01 9.091e-01 9.090e-01 9.088e-01 9.086e-01 9.083e-01 9.078e-01 9.069e-01 9.056e-01 9.035e-01 9.003e-01 8.952e-01 8.875e-01 8.758e-01 8.586e-01 8.342e-01 8.009e-01 7.578e-01 7.045e-01 6.411e-01 5.686e-01 4.896e-01 4.083e-01 3.289e-01 2.556e-01 1.914e-01 1.386e-01 9.783e-02 6.801e-02 4.674e-02 3.173e-02 2.122e-02 1.393e-02 8.908e-03 5.522e-03 3.313e-03 1.928e-03 1.084e-03 5.829e-04 2.959e-04 1.414e-04
9.008e-01 9.008e-01 9.008e-01 9.008e-01 9.008e-01 9.007e-01 9.007e-01 9.006e-01 9.005e-01 9.002e-01 8.999e-01 8.994e-01 8.986e-01 8.972e-01 8.952e-01 8.919e-01 8.869e-01 8.792e-01 8.676e-01 8.505e-01 8.262e-01 7.931e-01 7.504e-01 6.975e-01 6.347e-01 5.629e-01 4.847e-01 4.042e-01 3.257e-01 2.531e-01 1.896e-01 1.372e-01 9.687e-02 6.733e-02 4.628e-02 3.143e-02 2.102e-02 1.379e-02 8.825e-03 5.471e-03 3.283e-03 1.910e-03 1.074e-03 5.773e-04 2.931e-04 1.400e-04
